PC1,PC2
-2.2569806330680264,-0.5040154042276547
-2.079459118895403,0.6532163936125878
-2.3600440815842076,0.3174139445702812
-2.2965036600038844,0.5734466129712318
-2.380801586452744,-0.6725144107910782
-2.0636234763372356,-1.5134782667356717
-2.437545335732414,-0.0743137171331967
-2.226383267407072,-0.24678717174216416
-2.3341380964400837,1.0914897701958337
-2.181367969419478,0.44713111745010825
-2.1562628748102597,-1.0670209564555613
-2.3196068551308353,-0.158057945820097
-2.2166567155972627,0.7067504781046798
-2.630902492463204,0.9351491453748196
-2.184971649971556,-1.8836680489153355
-2.243947780527032,-2.713281331410138
-2.1953957000147137,-1.50869601039751
-2.182866358187733,-0.5125870937164427
-1.8877501541896786,-1.4263323606900673
-2.332136196957817,-1.1541668625011638
-1.9081638682820667,-0.4290278799244602
-2.1972842905143724,-0.9492771504232258
-2.7649070974164878,-0.48788257443970146
-1.8143333775427344,-0.10639436181418549
-2.220777687372727,-0.1616446380737181
-1.9504896852350972,0.6058628704402034
-2.045211661727115,-0.2651261148042807
-2.16095425532709,-0.550173363315499
-2.1331596796833083,-0.3355163976642314
-2.2612149138260995,0.3138272523166601
-2.137393960441382,0.4823262588800838
-1.8258214303602183,-0.4437801307329555
-2.5994943195862907,-1.8223700832270726
-2.429810766723819,-2.1780947952079592
-2.181367969419478,0.44713111745010825
-2.203737172038878,0.18372232364491045
-2.0375904017011295,-0.6826694201563295
-2.181367969419478,0.44713111745010825
-2.4278187839226044,0.879223932713647
-2.1632999455855058,-0.29174956674546776
-2.2788927359286686,-0.4664291346285987
-1.8654577662786858,2.319919659188645
-2.549294047048907,0.45230112958019253
-1.957720743529679,-0.49573089534858394
-2.1262496984000454,-1.1675208083281134
-2.068428165836676,0.6896070991271037
-2.373307415918741,-1.1467907370969161
-2.390184347486405,0.36118077548904487
-2.219346196631826,-1.0220585614522573
-2.19858869176329,-0.03213020609089653
1.1003075201339074,-0.8602305932455345
0.7300357522460632,-0.5966367845454196
1.2379622165945252,-0.6127696143333727
0.3959807105628916,1.7522985839851366
1.0690126562396043,0.2110508626336454
0.38317447598711585,0.5890889657221919
0.7462151855803781,-0.7760986087667107
-0.49620106800612584,1.8426955694963787
0.9231297967374319,-0.030229554958809288
0.004951437806511001,1.0259640373238912
-0.1242811080932157,2.6491876525909017
0.43726523850642507,0.05868468585817483
0.5497921265929941,1.7666630790017082
0.7147705184292626,0.18481516648438104
-0.03713398067192769,0.431350035919632
0.8729660184742509,-0.508295314415275
0.34684444079983356,0.18998517861446532
0.1528803810534741,0.7880852970901403
1.2112454242344426,1.6279020211284583
0.15641716357819843,1.298752328910495
0.7357911355372203,-0.4011265702488861
0.470792483676534,0.41521720613167895
1.2238880750440333,0.9377731650868124
0.6272796002318267,0.4154199470286844
0.698133985336191,0.06328192730141902
0.8706203282158353,-0.24987151784524383
1.250034458662749,0.0823442389434415
1.3537048101945,-0.3277223658221542
0.6599153596492511,0.22359700016797734
-0.04712364472115762,1.0536824781674134
0.12112841740041401,1.558371689565066
0.014071086600750942,1.5681389431383947
0.23522281897532246,0.7733330462816449
1.053163233172064,0.6347747293054005
0.22067779715670108,0.2799099686210725
0.43034147671378853,-0.852281697154446
1.0459094611126531,-0.5204536961576842
1.0324195088129013,1.387817167620545
0.06684366736176829,0.21191081393020295
0.27450544743658895,1.325375780851682
0.271425764670622,1.1157038124355816
0.6210898309467417,-0.02745067099780579
0.3289035064578433,0.9855988837638318
-0.37238011462140824,2.0111945760598022
0.2819996179705916,0.8510994545458433
0.08875577022241113,0.17432454433114664
0.2236076766658561,0.37921425640908574
0.5719673416930579,0.15320671730802662
-0.4554869488039594,1.534324380687877
0.25140225230963775,0.5938712220603535
1.841503386454824,-0.8687861472648281
1.1493394141698114,0.6989844508456439
2.1989827002762654,-0.5526187805513846
1.4338817648678956,0.04984354176175781
1.8616539883077912,-0.29022053593581004
2.745000700819684,-0.785799704159686
0.357177895625212,1.5548855724936503
2.295316374519147,-0.4081493568630624
1.9950516902455058,0.7214484398463699
2.2599834440788378,-1.9150274710792838
1.3613487839853144,-0.6916310114999058
1.5937254569379498,0.42681895265674047
1.877960511134088,-0.41294933920331206
1.2489025744354723,1.1634935235781543
1.4591731570081286,0.44266460183497736
1.586494398643368,-0.674774813132047
1.466367721028508,-0.2523470857270367
2.429240300935705,-2.5482205652701344
3.2980922664125516,0.0023534358727206146
1.249794060188157,1.711848990712364
2.033683231428679,-0.9043690444867274
0.9706633020050823,0.5692672779658179
2.88838806680663,-0.396463170625288
1.3247556365586117,0.4851352934869938
1.6985504064618073,-1.01076227706927
1.9511909902500182,-0.9999844743063193
1.1679916272545248,0.3178318510081116
1.016376098226025,-0.0653241212065792
1.7800455428934945,0.19262747985881684
1.8585515917769946,-0.5535271640262079
2.4273654909454194,-0.24583091161934648
2.3083492270601416,-2.6174152840455447
1.8541598177737884,0.18405579037002875
1.1075612921933184,0.2949978322175511
1.1934709163930415,0.8144392944236984
2.791597292804991,-0.8419276577178643
1.574879256333901,-1.068893603004606
1.3425467676437906,-0.42084609229046027
0.9203497204850891,-0.01916616211873522
1.8473631454731343,-0.6701775716888029
2.009425438309621,-0.6083589783176402
1.8967625274756128,-0.6837342584127579
1.1493394141698114,0.6989844508456439
2.036486021445851,-0.8617977776525041
1.995007505982982,-1.0450490350244221
1.8642765713150005,-0.3815436309239634
1.5532882304845772,0.9022908430471198
1.5157671030309867,-0.26590377245099167
1.3717955477933022,-1.0129683903434332
0.9560955664216312,0.022209540630947277
